,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,mp1926,mp1939,mp1959,spop1926,spop1939,spop1959,smp1926,smp1939,smp1959,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
907,2052,Vetluzhskii,Gor'kovskaia oblast',Privolzhskii,0,0,0,18.0,57.17,45.11,3268.4089,2034.9121,2578.9387,0,NA,NA,26999.71555,58042.086489999994,87603.88728,0.0,NA,NA,104.1130777,120.3172862,129.517616,0,0,0,1,0,0,0,0,0
908,2054,Urazovka,Gor'kovskaia oblast',Privolzhskii,0,0,1,18.0,55.4,45.62,3069.16,2081.1844,2527.348,0,NA,NA,27603.04397,58252.04145,89042.88256,0.0,NA,NA,104.5645587,120.3965115,129.8887224,0,0,0,1,0,0,0,0,0
909,2056,Leninskaia Sloboda,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,56.07,44.46,3143.8449,1976.6916,2492.8722,0,NA,NA,32497.337639999998,74511.68737999999,113108.7507,0.0,NA,NA,107.9295226,125.85948259999999,135.39894030000002,0,0,0,1,0,0,0,0,0
910,2058,Velet'ma,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,55.34,42.43,3062.5156,1800.3049,2348.0762,0,NA,NA,35566.504310000004,74836.43331000001,110638.2175,0.0,NA,NA,109.8127856,125.9570785,134.8854804,0,0,0,1,0,0,0,0,0
911,2059,Gremiachevo,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,55.39,43.04,3068.0521,1852.4416,2383.9856,0,NA,NA,32756.5703,69233.16434,103165.4735,0.0,NA,NA,108.0946738,124.21626950000001,133.2660028,0,0,0,1,0,0,0,0,0
912,2061,Lukoianov,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,55.04,44.5,3029.4016,1980.25,2449.28,6430,5500,7000,28910.848280000002,60455.357079999994,91351.36476,76.89062261,74.17521432,78.38739151,105.5134124,121.2126237,130.4727867,0,0,0,1,0,0,0,0,0
913,2062,rp im. Stepana Razina,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,54.89,44.3,3012.9121,1962.49,2431.627,0,NA,NA,29390.934639999996,60724.688910000004,91561.18146,0.0,NA,NA,105.8520297,121.31052279999999,130.52520220000002,0,0,0,1,0,0,0,0,0
915,2065,Makar'evo,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,56.08,45.07,3144.9664,2031.3049,2527.5256,0,NA,NA,29982.373069999998,65338.06865,99032.35978,0.0,NA,NA,106.26238740000001,122.9288893,132.3236549,0,0,0,1,0,0,0,0,0
916,2067,Navashino,Gor'kovskaia oblast',Privolzhskii,0,1,1,6.0,55.55,42.18,3085.8025,1779.1524,2343.099,0,NA,12500,37280.26628,78336.14089,116202.2439,0.0,NA,88.99061893,110.80129509999999,126.9850499,136.02760849999999,0,0,0,1,0,0,0,0,0
917,2068,Tesha,Gor'kovskaia oblast',Privolzhskii,0,0,0,6.0,55.51,42.83,3081.3601,1834.4089,2377.4933,0,NA,NA,33649.04044,71659.10599,106346.3662,0.0,NA,NA,108.65435179999999,124.9851446,133.9680468,0,0,0,1,0,0,0,0,0
919,2071,Gorbatov,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,56.13,43.08,3150.5769,1855.8864,2418.0804,3278,3100,3600,35341.48273,80376.69257999999,119381.995,65.52884301,64.62805155,67.05462958,109.67980590000002,127.5652676,136.6580563,0,0,0,1,0,0,0,0,0
920,2072,Tumbotino,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,55.99,43.02,3134.8801,1850.7204,2408.6898,0,NA,NA,37299.55498,82433.4151,122118.6875,0.0,NA,NA,110.81218500000001,128.1366531,137.1884821,0,0,0,1,0,0,0,0,0
921,2074,Pervomaisk,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,54.87,43.82,3010.7169,1920.1924,2404.4034,0,7400,13700,29952.2909,61819.51955,92666.59272,0.0,79.37447326,90.7285037,106.24169270000002,121.7044601,130.7995549,0,0,0,1,0,0,0,0,0
922,2075,Satis,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,55.02,43.83,3027.2004,1921.0689,2411.5266,0,NA,NA,30221.5761,63217.18202000001,94934.12314,0.0,NA,NA,106.4262807,122.1982429,131.3531111,0,0,0,1,0,0,0,0,0
923,2077,Perevoz,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.6,44.54,3091.36,1983.8116,2476.424,0,NA,NA,29870.10755,64478.95005,97354.52106,0.0,NA,NA,106.18505959999999,122.63556000000001,131.93082520000002,0,0,0,1,0,0,0,0,0
924,2079,Pil'na,Gor'kovskaia oblast',Privolzhskii,0,0,1,39.0,55.55,45.92,3085.8025,2108.6464,2550.856,0,NA,NA,27328.661669999998,57682.190910000005,88573.44987000001,0.0,NA,NA,104.3603489,120.1808736,129.76826409999998,0,0,0,1,0,0,0,0,0
925,2081,Pochinki,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,54.7,44.87,2992.09,2013.3169,2454.389,10620,NA,NA,28023.425769999998,58242.013170000006,88507.74648999999,85.94206447,NA,NA,104.87390420000001,120.39273329999999,129.751358,0,0,0,1,0,0,0,0,0
927,2085,Sukhobezvodnoe,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,57.04,44.87,3253.5616,2013.3169,2559.3848,0,NA,NA,27665.86497,60656.942670000004,91309.88732000001,0.0,NA,NA,104.61105570000001,121.2859351,130.4624119,0,0,0,1,0,0,0,0,0
928,2087,Sergach,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,55.53,45.46,3083.5809,2066.6116,2524.3938,2335,5300,8200,27747.302839999997,58944.14475,89891.47995,60.15192439999999,73.53855022,81.21415116,104.67119040000001,120.6558477,130.1050129,0,0,0,1,0,0,0,0,0
929,2089,Sechenovo,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.23,45.9,3050.3529,2106.81,2535.0570000000002,0,NA,NA,27228.569180000002,56955.31364,87367.38509,0.0,NA,NA,104.2853941,119.90298770000001,129.45609240000002,0,0,0,1,0,0,0,0,0
930,2092,Sosnovskoe,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.8,43.17,3113.64,1863.6489,2408.886,0,NA,NA,34089.650910000004,74620.17971,110887.1462,0.0,NA,NA,108.92573229999999,125.89213079999999,134.93768830000002,0,0,0,1,0,0,0,0,0
931,2097,Tonkino,Gor'kovskaia oblast',Privolzhskii,0,0,1,18.0,57.37,46.46,3291.3169,2158.5316,2665.4102,0,NA,NA,24134.371909999998,52085.20432,80062.00336,0.0,NA,NA,101.836199,117.95341869999999,127.4766696,0,0,0,1,0,0,0,0,0
932,2099,Tonshaevo,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,57.74,47.02,3333.9076,2210.8804,2714.9348,0,NA,NA,22987.158330000002,49520.08607,76388.90279,0.0,NA,NA,100.8556426,116.85898940000001,126.4183771,0,0,0,1,0,0,0,0,0
933,2100,Pizhma,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,57.86,47.08,3347.7796,2216.5264,2724.0488,0,NA,NA,22627.13445,48879.28473,75337.78364,0.0,NA,NA,100.538826,116.57756189999999,126.10699450000001,0,0,0,1,0,0,0,0,0
934,2101,Shaigino,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,57.77,46.87,3337.3729,2196.7969,2707.6799,0,NA,NA,23200.17529,49821.62585,76783.57972000001,0.0,NA,NA,101.04099740000001,116.9902781,126.5342886,0,0,0,1,0,0,0,0,0
935,2103,Uren',Gor'kovskaia oblast',Privolzhskii,0,1,1,18.0,57.46,45.79,3301.6516,2096.7241,2631.0934,0,NA,10800,24765.58502,53580.60135,81256.78189,0.0,NA,86.25396754,102.3579436,118.5690659,127.81138100000001,0,0,0,1,0,0,0,0,0
936,2104,Ar'ia,Gor'kovskaia oblast',Privolzhskii,0,0,0,18.0,57.48,45.97,3303.9504,2113.2409,2642.3556,0,NA,NA,24511.490319999997,52966.37418,81507.26718,0.0,NA,NA,102.14937259999999,118.31810359999999,127.88098400000001,0,0,0,1,0,0,0,0,0
937,2106,Chkalovsk,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,56.76,43.24,3221.6976,1869.6976,2454.3024,5550,7400,11600,33256.734110000005,74336.82903,110772.3032,74.3311797,79.37447326,87.5863958,108.4100054,125.80677179999999,134.91361559999999,0,0,0,1,0,0,0,0,0
938,2107,Katunki,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,56.83,43.22,3229.6489,1867.9684,2456.1926,0,NA,NA,33547.60403,73907.81496,109562.04,0.0,NA,NA,108.59142040000002,125.67696609999999,134.65853090000002,0,0,0,1,0,0,0,0,0
939,2108,Chistoe,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,56.54,43.01,3196.7716,1849.8601,2431.7854,0,NA,NA,34393.68298,77229.33958,114510.035,0.0,NA,NA,109.1111483,126.66455149999999,135.68563590000002,0,0,0,1,0,0,0,0,0
940,2110,Sharanga,Gor'kovskaia oblast',Privolzhskii,0,0,1,18.0,57.17,46.54,3268.4089,2165.9716,2660.6918,0,NA,NA,24308.441430000003,52588.95968,80948.31487999999,0.0,NA,NA,101.9812969,118.16258470000001,127.7253973,0,0,0,1,0,0,0,0,0
941,2112,Shatki,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.19,44.13,3045.9361,1947.4569,2435.5347,0,NA,NA,30178.15663,63261.36196,95183.71074,0.0,NA,NA,106.39661840000001,122.2136889,131.41330190000002,0,0,0,1,0,0,0,0,0
942,2113,Lesogorsk,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,55.1,43.97,3036.01,1933.3609,2422.7470000000003,0,NA,NA,30212.47077,63200.2042,94978.73187999999,0.0,NA,NA,106.4200635,122.19230459999999,131.3638795,0,0,0,1,0,0,0,0,0
944,2116,Vakhtan,Gor'kovskaia oblast',Privolzhskii,0,0,0,18.0,57.97,46.68,3360.5209,2179.0224,2706.0396,0,NA,NA,22801.41115,49222.70832,75483.36613,0.0,NA,NA,100.6927497,116.7288004,126.150357,0,0,0,1,0,0,0,0,0
945,2117,Siava,Gor'kovskaia oblast',Privolzhskii,0,0,0,18.0,58.02,46.32,3366.3204,2145.5424,2687.4864,0,NA,NA,23035.40165,49774.90015,75951.9113,0.0,NA,NA,100.8977562,116.96998130000001,126.2894001,0,0,0,1,0,0,0,0,0
948,2127,Kirovo-Chepetsk,Kirovskaia oblast',Privolzhskii,0,1,0,10.0,58.55,50.04,3428.1025,2504.0016,2929.842,0,NA,28726,22171.22134,49129.68732,78671.47862000001,0.0,NA,105.3816793,100.1310507,116.68793020000001,127.08133980000001,0,0,0,1,0,0,0,0,0
951,2135,Arbazh,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.68,48.3,3326.9824,2332.89,2785.9440000000004,0,NA,NA,21971.9022,47757.79142,74553.91085,0.0,NA,NA,99.95040101,116.07686740000001,125.8721939,0,0,0,1,0,0,0,0,0
952,2137,Afanas'evo,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.85,53.26,3463.3225,2836.6276,3134.3509999999997,0,NA,NA,17618.31726,39852.05749,64916.02964,0.0,NA,NA,95.58375326,112.2101514,122.7852337,0,0,0,1,0,0,0,0,0
953,2139,Belaia Kholunitsa,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,58.84,50.83,3462.1456,2583.6889,2990.8372,3021,6800,10400,19162.27937,42504.36604,68054.76707999999,64.21366894,77.87493988,85.55438027,97.23338495,113.5793665,123.83389869999999,0,0,0,1,0,0,0,0,0
954,2140,Dubrovka,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.23,51.16,3508.1929,2617.3456,3030.2068,0,NA,NA,18115.35744,40276.42923,64252.524339999996,0.0,NA,NA,96.12852095,112.4346723,122.5576594,0,0,0,1,0,0,0,0,0
955,2142,Bogorodskoe,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.83,50.75,3344.3089,2575.5625,2934.8725,0,NA,NA,20162.80457,44422.43829,71050.07414,0.0,NA,NA,98.23971203,114.522102,124.7943729,0,0,0,1,0,0,0,0,0
956,2144,Kirs,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,59.33,52.24,3520.0489,2729.0176,3099.3992,0,6600,10900,17334.54476,38707.11079,62174.38692999999,0.0,77.34894551,86.42524819,95.26651297,111.59341840000002,121.83078619999999,0,0,0,1,0,0,0,0,0
957,2146,Lesnoi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.78,52.14,3573.6484,2718.5796,3116.9292,0,NA,NA,16723.66791,37402.35615,59824.106629999995,0.0,NA,NA,94.56746076,110.8701382,120.98160829999999,0,0,0,1,0,0,0,0,0
958,2148,Rudnichnyi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.61,52.49,3553.3521,2755.2001,3128.9289,0,NA,NA,16819.58442,37785.13514,60685.399979999995,0.0,NA,NA,94.67872303,111.0846659,121.29626640000001,0,0,0,1,0,0,0,0,0
959,2149,Svetlopoliansk,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.41,52.36,3529.5481,2741.5696,3110.7076,0,NA,NA,17160.098009999998,38931.04486,62579.416229999995,0.0,NA,NA,95.06917076,111.7153297,121.9741701,0,0,0,1,0,0,0,0,0
960,2150,Sozimskii,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.74,52.25,3568.8676,2730.0625,3121.415,0,NA,NA,16734.58425,37470.67054,60003.20711,0.0,NA,NA,94.58015243,110.90857009999999,121.04737709999999,0,0,0,1,0,0,0,0,0
961,2153,Verkhoshizhem'e,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.01,49.11,3365.1601,2411.7921,2848.8711,0,NA,NA,21236.77703,46429.45328,73195.39037000001,0.0,NA,NA,99.27112747,115.46983870000001,125.4598858,0,0,0,1,0,0,0,0,0
962,2155,Sosnovka,Kirovskaia oblast',Privolzhskii,0,1,0,10.0,56.26,51.26,3165.1876,2627.5876,2883.8876,0,6000,14100,21593.488019999997,47719.39976,77386.93105,0.0,75.68155685,91.2775799,99.60333549,116.0595392,126.71044009999999,0,0,0,1,0,0,0,0,0
963,2156,Krasnaia Poliana,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,56.25,51.13,3164.0625,2614.2769,2876.0625,0,NA,NA,21775.097569999998,50111.1129,82880.70446000001,0.0,NA,NA,99.77057739,117.11564240000001,128.2591937,0,0,0,1,0,0,0,0,0
964,2158,Darovskoe,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.77,47.96,3453.9129,2300.1616,2818.6092,0,NA,NA,20495.2733,44724.20355,69339.22924,0.0,NA,NA,98.56418262,114.6670485,124.25039459999999,0,0,0,1,0,0,0,0,0
966,2161,Kosino,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.4,51.28,3410.56,2629.6384,2994.752,0,NA,NA,19709.74166,44274.42897,71187.82881,0.0,NA,NA,97.78971611,114.45068229999998,124.83765279999999,0,0,0,1,0,0,0,0,0
967,2164,Kiknur,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.31,47.2,3284.4361,2227.84,2705.032,0,NA,NA,23416.53694,50642.81718,78474.56603999999,0.0,NA,NA,101.22770030000001,117.3441977,127.02484309999998,0,0,0,1,0,0,0,0,0
968,2166,Kil'mez',Kirovskaia oblast',Privolzhskii,0,0,1,10.0,56.94,51.08,3242.1636,2609.1664,2908.4952,0,NA,NA,20899.70081,45905.93434,73645.71535,0.0,NA,NA,98.95255974,115.22626299999999,125.59732520000001,0,0,0,1,0,0,0,0,0
969,2168,Raduzhnyi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.51,49.65,3423.4201,2465.1225,2905.0215,0,NA,NA,25596.07735,57115.26881,94519.04526,0.0,NA,NA,103.02644620000001,119.96441409999998,131.2526898,0,0,0,1,0,0,0,0,0
970,2171,Kumeny,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.11,49.92,3376.7721,2492.0064,2900.8512,0,NA,NA,20810.95462,45745.087660000005,73014.24155,0.0,NA,NA,98.86791812,115.15092050000001,125.4043818,0,0,0,1,0,0,0,0,0
971,2174,Lebiazh'e,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.41,49.53,3295.9081,2453.2209,2843.5173,0,NA,NA,21584.656590000002,46987.94037,74180.54091,0.0,NA,NA,99.59517051,115.7269531,125.7595633,0,0,0,1,0,0,0,0,0
972,2176,Luza,Kirovskaia oblast',Privolzhskii,0,1,1,7.0,60.63,47.24,3675.9969,2231.6176,2864.1612,0,6700,13200,17931.83067,38922.26103,59454.695999999996,0.0,77.61368265,90.02161473,95.92895231,111.7105597,120.84538700000002,0,0,0,1,0,0,0,0,0
973,2177,Lal'sk,Kirovskaia oblast',Privolzhskii,0,0,0,7.0,60.74,47.59,3689.3476,2264.8081,2890.6166,1784,NA,NA,17452.9636,38413.97681,59065.79877,56.0493789,NA,NA,95.39946064,111.4328655,120.70114609999999,0,0,0,1,0,0,0,0,0
974,2178,Khristoforovo,Kirovskaia oblast',Privolzhskii,0,0,0,7.0,60.9,47.24,3708.81,2231.6176,2876.9159999999997,0,NA,NA,17560.458880000002,38410.24445,58934.39868,0.0,NA,NA,95.51944527,111.43081409999998,120.65221499999998,0,0,0,1,0,0,0,0,0
975,2180,Malmyzh,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,56.52,50.67,3194.5104,2567.4489,2863.8684,5363,6500,9100,21682.3261,47473.54982,76144.40048,73.74135717,77.08062912,83.10199735,99.68530282,115.9482732,126.3462959,0,0,0,1,0,0,0,0,0
976,2182,Murashi,Kirovskaia oblast',Privolzhskii,0,1,1,7.0,59.4,48.96,3528.36,2397.0816,2908.224,1734,7500,14200,18899.17899,41420.746289999995,64719.16099999999,55.62454076,79.61383113,91.41266829,96.96092285,113.0295822,122.71793170000001,0,0,0,1,0,0,0,0,0
977,2183,Oktiabr'skii,Kirovskaia oblast',Privolzhskii,0,0,0,7.0,59.44,48.91,3533.1136,2392.1881,2907.2104,0,NA,NA,19160.95218,42684.15881,67100.2433,0.0,NA,NA,97.232019,113.6693551,123.5197279,0,0,0,1,0,0,0,0,0
978,2185,Nagorsk,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,59.31,50.79,3517.6761,2579.6241,3012.3549,0,NA,NA,18206.113119999998,40364.70445,64188.38099,0.0,NA,NA,96.22653946,112.4811064,122.53554579999998,0,0,0,1,0,0,0,0,0
979,2187,Nema,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.5,50.47,3306.25,2547.2209,2902.025,0,NA,NA,20737.287,45414.35736,72327.11954,0.0,NA,NA,98.79741072,114.99524469999999,125.19270139999999,0,0,0,1,0,0,0,0,0
981,2190,Arkul',Kirovskaia oblast',Privolzhskii,0,0,0,10.0,57.28,50.04,3280.9984,2504.0016,2866.2912,0,NA,NA,21477.8981,46730.84326,74048.59328,0.0,NA,NA,99.49622986,115.6089378,125.7196365,0,0,0,1,0,0,0,0,0
982,2191,Medvedok,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,57.4,50.02,3294.76,2502.0004,2871.1479999999997,0,NA,NA,21358.13942,46494.09325,73641.04465,0.0,NA,NA,99.38471304,115.4997405,125.59590359999999,0,0,0,1,0,0,0,0,0
984,2194,Belorechensk,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.77,52.3,3453.9129,2735.29,3073.671,0,NA,NA,18481.985,41607.41552,67101.01635,0.0,NA,NA,96.52181714,113.1252126,123.51998400000001,0,0,0,1,0,0,0,0,0
985,2195,Vostochnyi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.78,52.24,3455.0884,2729.0176,3070.6672,0,NA,NA,18503.522390000002,41640.09218,67105.14172,0.0,NA,NA,96.54470262,113.1419128,123.52135049999998,0,0,0,1,0,0,0,0,0
986,2196,Lesnye Poliany,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.0,52.42,3481.0,2747.8564,3092.78,0,NA,NA,17789.4051,40008.76595,64551.459820000004,0.0,NA,NA,95.77280956,112.2933117,122.660454,0,0,0,1,0,0,0,0,0
987,2197,Peskovka,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.05,52.36,3486.9025,2741.5696,3091.8579999999997,0,NA,NA,17731.41546,39882.939889999994,64288.629389999995,0.0,NA,NA,95.70891315,112.2265632,122.57009790000001,0,0,0,1,0,0,0,0,0
988,2198,Chernaia Kholunitsa,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.85,51.71,3463.3225,2673.9241,3043.1335,0,NA,NA,18453.52054,41236.39457,66239.74622999999,0.0,NA,NA,96.49153423,112.9347551,123.2329993,0,0,0,1,0,0,0,0,0
989,2200,Oparino,Kirovskaia oblast',Privolzhskii,0,0,1,7.0,59.85,48.28,3582.0225,2330.9584,2889.558,872,NA,NA,18367.118140000002,40243.32243,62269.2228,45.84358942,NA,NA,96.39935436,112.41723390000001,121.86443490000002,0,0,0,1,0,0,0,0,0
990,2201,Zaria,Kirovskaia oblast',Privolzhskii,0,0,0,7.0,60.01,48.05,3601.2001,2308.8025,2883.4805,0,NA,NA,18263.72235,39892.916489999996,61542.139910000005,0.0,NA,NA,96.28853151,112.2318625,121.60525829999999,0,0,0,1,0,0,0,0,0
991,2202,Maromitsa,Kirovskaia oblast',Privolzhskii,0,0,0,7.0,59.86,48.01,3583.2196,2304.9601,2873.8786,0,NA,NA,18533.62144,40431.90695,62382.22835,0.0,NA,NA,96.57664562,112.51639440000001,121.9044696,0,0,0,1,0,0,0,0,0
992,2204,Orichi,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.4,49.06,3410.56,2406.8836,2865.1040000000003,0,NA,NA,21497.415090000002,47095.06198,74554.93569,0.0,NA,NA,99.51435064,115.7759523,125.87250230000001,0,0,0,1,0,0,0,0,0
993,2205,Mirnyi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.31,48.64,3400.0561,2365.8496,2836.1984,0,NA,NA,21437.398409999998,46880.99319,73465.67541,0.0,NA,NA,99.45858013,115.6779324,125.542469,0,0,0,1,0,0,0,0,0
994,2206,Strizhi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.46,49.26,3417.5716,2426.5476,2879.7396,0,NA,NA,21929.815740000002,48241.15994,77083.52638,0.0,NA,NA,99.91206813,116.2939632,126.6220166,0,0,0,1,0,0,0,0,0
995,2207,Torfianoi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.49,49.21,3421.0801,2421.6241,2878.2929,0,NA,NA,21885.3299,48103.703180000004,76736.31603999999,0.0,NA,NA,99.8714778,116.23242859999999,126.5204365,0,0,0,1,0,0,0,0,0
996,2209,Pizhanka,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.46,48.54,3301.6516,2356.1316,2789.1084,0,NA,NA,22160.36514,48167.65985,75438.95284,0.0,NA,NA,100.12124909999999,116.26107959999999,126.1371363,0,0,0,1,0,0,0,0,0
997,2211,Podosinovets,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,60.28,47.06,3633.6784,2214.6436,2836.7768,0,NA,NA,18413.274380000003,40184.69711,61345.18065,0.0,NA,NA,96.44864527,112.38632199999999,121.53457069999999,0,0,0,1,0,0,0,0,0
998,2212,Dem'ianovo,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,60.35,47.09,3642.1225,2217.4681,2841.8815,0,NA,NA,18317.74839,40016.6811,61115.06887,0.0,NA,NA,96.3465084,112.29750420000002,121.4517231,0,0,0,1,0,0,0,0,0
999,2213,Piniug,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,60.25,47.8,3630.0625,2284.84,2879.95,0,NA,NA,18026.346169999997,39408.94311,60619.616539999995,0.0,NA,NA,96.03195717,111.9733918,121.2723773,0,0,0,1,0,0,0,0,0
1000,2215,Sanchursk,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,56.94,47.24,3242.1636,2231.6176,2689.8456,0,NA,NA,23972.36805,51998.260839999995,81166.96969,0.0,NA,NA,101.70030909999998,117.91713290000001,127.786377,0,0,0,1,0,0,0,0,0
1001,2217,Svecha,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.28,47.5,3396.5584,2256.25,2768.3,0,NA,NA,21524.6963,46793.83012,72248.85562,0.0,NA,NA,99.53965542,115.637905,125.1684747,0,0,0,1,0,0,0,0,0
1002,2219,Vakhrushi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.69,50.03,3444.5161,2503.0009,2936.2607,0,NA,NA,22536.17386,49862.9014,81241.45057999999,0.0,NA,NA,100.45806379999999,117.00819309999999,127.8071145,0,0,0,1,0,0,0,0,0
1004,2223,Suna,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.83,50.07,3344.3089,2507.0049,2895.5481,0,NA,NA,20752.23171,45466.14048,72264.75628,0.0,NA,NA,98.81173253,115.0196869,125.17339869999999,0,0,0,1,0,0,0,0,0
1005,2225,Tuzha,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.61,47.94,3318.9121,2298.2436,2761.8234,0,NA,NA,22326.17395,48415.58883,75343.37756000001,0.0,NA,NA,100.2704824,116.3718202,126.1086621,0,0,0,1,0,0,0,0,0
1006,2227,Uni,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.75,51.49,3335.0625,2651.2201,2973.5475,0,NA,NA,19742.47009,43746.042519999995,70468.10975,0.0,NA,NA,97.82253297,114.1939393,124.6106834,0,0,0,1,0,0,0,0,0
1008,2231,Falenki,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.35,51.59,3404.7225,2661.5281,3010.2765,0,NA,NA,19202.31335,42843.03405,69086.5234,0.0,NA,NA,97.27454843,113.74858880000001,124.16901100000001,0,0,0,1,0,0,0,0,0
1009,2233,Khalturin,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,58.54,48.89,3426.9316,2390.2321,2862.0206,4653,7300,9200,21008.73229,46157.681880000004,72930.54747,71.32254233,79.13222646,83.30137626,99.05610698,115.34370530000001,125.3786956,0,0,0,1,0,0,0,0,0
1010,2235,Leninskoe,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.32,47.09,3401.2224,2217.4681,2746.2888,0,NA,NA,21679.363540000002,47068.915610000004,72317.74167,0.0,NA,NA,99.68257426,115.76400179999999,125.1897997,0,0,0,1,0,0,0,0,0
1011,2237,Iur'ia,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,59.04,49.28,3485.7216,2428.5184,2909.4912,0,NA,NA,19893.703859999998,43793.09834,69195.70406,0.0,NA,NA,97.97354311,114.21691740000001,124.2042057,0,0,0,1,0,0,0,0,0
1012,2238,Murygino,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.72,49.44,3448.0384,2444.3136,2903.1168,0,NA,NA,22533.308080000003,49882.84574,80569.58055,0.0,NA,NA,100.4555146,117.01684479999999,127.61941740000002,0,0,0,1,0,0,0,0,0
1017,2248,Gubkin,Belgorodskaia oblast',Tsentralny,0,1,0,20.0,51.27,37.57,2628.6129,1411.5049,1926.2139,0,NA,21333,27409.854760000002,51678.742710000006,75768.50922,0.0,NA,99.3612323,104.4209691,117.7833071,126.2350679,0,0,0,0,0,0,1,0,0
1020,2255,Oktiabr'skii,Belgorodskaia oblast',Tsentralny,0,0,0,20.0,50.44,36.35,2544.1936,1321.3225,1833.494,0,NA,NA,24317.748630000002,45103.4737,66431.44493,0.0,NA,NA,101.9890286,114.8479706,123.297168,0,0,0,0,0,0,1,0,0
