,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1897,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,pop2002,pop2010,mp1897,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,mp2002,mp2010,spop1897,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,spop2002,spop2010,smp1897,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,smp2002,smp2010,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
0,6,Petrozavodsk,Karel'skaia ASSR,Severno-Zapadny,1,1,0,27.0,61.79,34.38,3818.0041,1181.9844,2124.3402,12522,26344,69723,136294,192000,234100,269485,266160,263540,12469.55297,20188.99521,43023.3891,58664.87125,74501.47357,87887.14504,111983.0228,109624.0164,102032.1389,89.02379870000001,103.611956,124.3734725,139.77315190000002,147.9933234,152.8562226,156.3567184,156.04638909999997,155.79933640000002,88.94461337,98.2654465,113.83821270000001,120.55153670000001,125.85640670000001,129.5911034,135.16626069999998,134.67165590000002,133.0110838,0,0,0,0,1,0,0,0,0
1,8,Kostomuksha,Karel'skaia ASSR,Severno-Zapadny,0,1,0,27.0,64.8,30.67,4199.04,940.6489,1987.4160000000002,NA,NA,NA,NA,NA,4400,30432,29746,28993,8175.21833,13509.87759,29156.470060000003,41289.878339999996,52873.1446,62486.02224,80496.09891,78466.4716,72911.87715,NA,NA,NA,NA,NA,70.38135819,106.5694898,106.09926909999999,105.5717144,81.15960719,90.46247594,105.6872847,112.9623057,118.2797809,121.94118279999999,127.5988027,127.02251799999999,125.37296189999999,0,0,0,0,1,0,0,0,0
2,10,Sortavala,Karel'skaia ASSR,Severno-Zapadny,0,1,0,27.0,61.71,30.07,3808.1241,942.49,1894.497,2041,4732,4577,17611,22200,21600,29708,27527,32269,14388.69825,22170.247040000002,46662.63678,61054.38345,76513.24803999999,90301.52686,114014.5762,111193.4526,104420.354,58.08261571,71.60719099,71.04465327,95.57563081,100.15701290000001,99.60935413,106.07293670000001,104.5081469,107.78306470000001,91.66527374,100.1301712,115.57753020000001,121.4298272,126.4549544,130.20885900000002,135.5846358,135.0017833,133.5452938,0,0,0,0,1,0,0,0,0
3,15,Belomorsk,Karel'skaia ASSR,Severno-Zapadny,0,1,1,1.0,64.55,34.77,4166.7025,1208.9529,2244.4035,NA,6114,10457,14800,16600,18100,18935,13103,11217,8592.512011,14416.26459,31461.93916,44953.61107,57757.288329999996,68240.7633,87872.74137,85533.37867,79383.79514,NA,76.00939137,85.65552273,92.2057489,94.42315909999999,96.11189091,96.99821812,89.88170982,86.95908953,82.05907472,91.70192742,107.2577926,114.7766476,120.2094018,123.89465,129.5873718,128.97377120000002,127.28464170000001,0,0,0,0,1,0,0,0,0
4,21,Kalevala,Karel'skaia ASSR,Severno-Zapadny,0,0,1,27.0,65.21,31.2,4252.3441,973.44,2034.5520000000001,NA,NA,NA,NA,NA,NA,5150,5578,4528,7847.329795999999,13053.79902,28322.88793,40401.42463,51820.55223,61337.79972,79594.31942,77458.23936,71946.85659,NA,NA,NA,NA,NA,NA,73.04696964,74.41797857,70.86332370000001,80.42374337,89.81039181,105.09172509999999,112.50039479999998,117.84279450000001,121.5319178,127.34440910000001,126.73117620000001,125.0747659,0,0,0,0,1,0,0,0,0
5,24,Kem',Karel'skaia ASSR,Severno-Zapadny,0,1,1,1.0,64.96,34.57,4219.8016,1195.0849,2245.6672,2447,6589,16624,18127,21000,21000,18522,14620,13061,8160.901128,13801.86455,30082.573439999996,43242.08494,55587.59581,65736.18442,84894.24522000001,82512.70654,76547.95599,60.88084864,77.31960776,94.4512387,96.14111984,99.04783175,99.04783175,96.56431774,91.97089519,89.82084482,81.12802829,90.8696806,106.33118429999999,113.9464338,119.3712561,123.06363020000002,128.8034687,128.1584201,126.4651545,0,0,0,0,1,0,0,0,0
6,28,Kondopoga,Karel'skaia ASSR,Severno-Zapadny,0,1,1,27.0,62.21,34.26,3870.0841,1173.7476,2131.3146,NA,2606,13374,16060,27900,35200,36365,34863,32978,11967.62385,19536.3541,41864.709689999996,58368.30187999999,74488.29595,88011.72077999999,111848.8274,109478.4383,102200.4879,NA,61.86721908,90.27028939,93.78154078,104.78351579999999,109.59580190000001,110.278605,109.394475,108.2348087,88.17135387,97.61503868,113.25638889999999,120.4402702,125.8524378,129.6233546,135.138381,134.6408154,133.0491133,0,0,0,0,1,0,0,0,0
7,31,Lakhdenpokh'ia,Karel'skaia ASSR,Severno-Zapadny,0,1,1,27.0,61.52,30.19,3784.7104,911.4361,1857.2888,NA,NA,NA,7800,7900,9500,10429,8751,7818,15397.415780000001,23502.444340000002,49127.44621,63560.63615,79257.85978,93359.62892999999,117672.4907,114676.8886,108234.6509,NA,NA,NA,80.31527544,80.54376894,83.88814337,85.60590033,82.39053584,80.35659562,92.96729559999999,101.301401,116.6869446,122.31806189999999,127.2488199,130.9700408,136.32104909999998,135.71955930000001,134.37578190000002,0,0,0,0,1,0,0,0,0
8,34,Loukhi,Karel'skaia ASSR,Severno-Zapadny,0,0,1,1.0,66.07,33.05,4365.2449,1092.3025,2183.6135,NA,NA,NA,NA,NA,NA,6405,5920,4778,7271.632573000001,12273.002709999999,27073.997160000003,39263.47488,50535.28294,59783.675039999995,77855.48656,75332.65079,69799.94295,NA,NA,NA,NA,NA,NA,76.82231879999999,75.44818951,71.77101109,79.06297102,88.64518562,104.1691523,111.8951412,117.29814990000001,120.9667363,126.8463761,126.1054643,124.3980744,0,0,0,0,1,0,0,0,0
9,37,Piaozerskii,Karel'skaia ASSR,Severno-Zapadny,0,0,0,1.0,65.77,31.08,4325.6929,965.9664,2044.1316,NA,NA,NA,NA,NA,NA,2632,2603,2099,7391.733694,12359.123370000001,26987.920260000003,38801.5592,49850.29508,58987.49669,76605.87027999999,74390.19186,69019.66296,NA,NA,NA,NA,NA,NA,62.02348911,61.84910044,58.51051031,79.35455893,88.77690692,104.10416070000001,111.6449144,117.002723,120.6719997,126.482165,125.8228699,124.1474334,0,0,0,0,1,0,0,0,0
10,39,Chupa,Karel'skaia ASSR,Severno-Zapadny,0,0,0,1.0,66.28,33.06,4393.0384,1092.9636,2191.2168,NA,NA,NA,NA,NA,NA,5214,4061,2923,7125.842562999999,12048.55989,26699.2539,38849.476539999996,50027.4968,59188.83786,77256.17811000001,74651.20462,69152.42542999999,NA,NA,NA,NA,NA,NA,73.25823722,69.04254752,63.68623774,78.7032151,88.2979788,103.8848323,111.670997,117.07949950000001,120.74687409999999,126.6723726,125.9014591,124.1902608,0,0,0,0,1,0,0,0,0
11,41,Medvezh'egorsk,Karel'skaia ASSR,Severno-Zapadny,0,1,1,27.0,62.91,34.44,3957.6681,1186.1136,2166.6204,NA,2092,12108,15824,17500,20300,20373,17283,15536,10640.655659999999,17510.1431,37438.51883,52473.8925,67142.42694,79332.9528,102470.5708,99939.36892000001,93004.24333,NA,58.45941713,88.39049003,93.49503478,95.45204337,98.37418575,98.44540482,95.20838938,93.14016401,85.97809502,95.46336586,110.8904903,118.11496809999998,123.53369779999998,127.27018600000001,133.11000479999998,132.5334881,130.8827613,0,0,0,0,1,0,0,0,0
12,42,Pindushi,Karel'skaia ASSR,Severno-Zapadny,0,0,0,27.0,62.93,34.56,3960.1849,1194.3936,2174.8608,NA,NA,NA,NA,NA,NA,6611,5190,4599,10611.16645,17804.91057,39192.83678,54813.37749,69727.33211,82328.06672,104509.6911,101696.1667,94569.18755,NA,NA,NA,NA,NA,NA,77.37823997,73.17928164,71.12551058,85.92663664,95.78986271,111.85704869999999,119.06496899999999,124.37485829999999,128.1077033,133.56505990000002,132.9350172,131.2648423,0,0,0,0,1,0,0,0,0
13,43,Povenets,Karel'skaia ASSR,Severno-Zapadny,0,0,0,27.0,62.86,34.82,3951.3796,1212.4324,2188.7852,1294,2103,NA,NA,NA,NA,4208,2608,2209,10592.64915,17582.6785,38223.810489999996,53616.07522,68504.09212,80918.51346,103434.2558,100959.0135,93931.35249,51.34429674,58.53963994,NA,NA,NA,NA,69.63473164,61.87928805,59.29454622,85.89425889,95.54416423,111.328115,118.58347990000001,123.98040300000001,127.7170744,133.3260841,132.76731270000002,131.1098167,0,0,0,0,1,0,0,0,0
14,45,Muezerskii,Karel'skaia ASSR,Severno-Zapadny,0,0,1,27.0,63.96,32.0,4090.8816,1024.0,2046.72,NA,NA,NA,NA,NA,NA,4400,4007,3328,9191.107385,15106.6159,32488.24099,45611.75055,58291.24437000001,68900.6165,88494.88453,86356.29025,80355.84419,NA,NA,NA,NA,NA,NA,70.38135819,68.82026629,65.77415674,83.28372464,92.59997473,107.9237057,115.0882815,120.4112758,124.1089668,129.74804709999998,129.1913419,127.55940770000001,0,0,0,0,1,0,0,0,0
15,49,Olonets,Karel'skaia ASSR,Severno-Zapadny,0,1,1,27.0,60.97,32.98,3717.3409,1087.6804,2010.7906,1246,1701,3351,5000,7800,10400,11888,10240,9060,15977.64954,24952.66781,52757.24948,69180.96953999999,86763.73859,102295.7481,129042.7971,126038.8085,118270.0512,50.80401747,55.33829835,65.88591770000001,72.54257986,80.31527544,85.55438027,88.04603302,85.26780681,83.02169919,93.68199801,102.51027950000001,118.2320557,124.19945890000001,129.2983687,133.070607,138.48345600000002,137.9296428,136.4393566,0,0,0,0,1,0,0,0,0
16,50,Il'inskii,Karel'skaia ASSR,Severno-Zapadny,0,0,0,27.0,61.0,32.68,3721.0,1067.9824,1993.48,NA,NA,NA,NA,NA,NA,3334,3204,NA,16395.50306,25387.17178,53556.98216,69819.41608,87479.06927,103197.6585,129791.6257,126619.2634,119106.291,NA,NA,NA,NA,NA,NA,65.8033769,65.15969132,NA,94.18241271,102.8601493,118.5594639,124.4042969,129.4851648,133.2732047,138.61967180000002,138.0375896,136.6040044,0,0,0,0,1,0,0,0,0
17,52,Pitkiaranta,Karel'skaia ASSR,Severno-Zapadny,0,1,1,27.0,61.57,31.48,3790.8649,990.9904,1938.2236,NA,NA,NA,NA,10300,13800,14361,13347,11484,14911.5156,23051.54784,48483.29703,63639.7063,79583.10463999999,93769.84561,118442.6712,115527.1118,108651.5249,NA,NA,NA,NA,85.37573675,90.86710486,91.62838125,90.23189238,87.39837944,92.34996761,100.9118331,116.40197350000001,122.3455632,127.3412289,131.0704101,136.47343080000002,135.8917227,134.4649205,0,0,0,0,1,0,0,0,0
18,54,Liaskelia,Karel'skaia ASSR,Severno-Zapadny,0,0,0,27.0,61.57,31.02,3790.8649,962.2404,1909.9014,NA,NA,NA,NA,NA,NA,4416,3668,NA,15127.501580000002,23294.75809,48792.89192,63993.99748,80278.73533,94554.19619,119095.9153,116073.636,109501.1376,NA,NA,NA,NA,NA,NA,70.44227422,67.36144485,NA,92.62656655,101.122807,116.53936409999999,122.46840870000001,127.53772250000002,131.2612096,136.601968,136.001779,134.6456267,0,0,0,0,1,0,0,0,0
19,63,Shuia,Karel'skaia ASSR,Severno-Zapadny,0,0,0,27.0,61.95,34.23,3837.8025,1171.6929,2120.5485,NA,NA,NA,NA,NA,NA,3594,3349,NA,12856.082690000001,21165.648830000002,45933.037130000004,64794.67377,83382.74246000001,98795.82264,124169.0388,121635.0183,114184.0032,NA,NA,NA,NA,NA,NA,67.02731396,65.87622610000001,NA,89.52135113,99.2042854,115.2389347,122.74376869999999,128.39601729999998,132.2686445,137.578804,137.0955334,135.6192189,0,0,0,0,1,0,0,0,0
20,65,Priazha,Karel'skaia ASSR,Severno-Zapadny,0,0,1,27.0,61.7,33.61,3806.89,1129.6321,2073.737,NA,NA,NA,NA,NA,NA,4421,4269,3675,13362.28896,21506.42599,45993.66033,63001.965939999995,80172.04895,94737.05313,119618.5714,117071.222,109635.0088,NA,NA,NA,NA,NA,NA,70.46127062,69.87513606,67.3927446,90.25364351,99.52271192,115.26725400000001,122.12285959999998,127.50768799999999,131.3054833,136.70434630000003,136.2014517,134.6739831,0,0,0,0,1,0,0,0,0
21,68,Pudozh,Karel'skaia ASSR,Severno-Zapadny,0,1,1,27.0,61.82,36.54,3821.7124,1335.1716,2258.9028,1455,2189,4595,7000,8000,8700,10982,10632,9698,11708.20751,19459.95912,41682.1513,58641.56747,75028.11919,88544.96153,112929.9584,110784.8463,102985.7633,53.038610399999996,59.15455894,71.11083465,78.38739151,80.76970669,82.28446161,86.56465507,85.96300419,84.26643233,87.76027408,97.53763278,113.16339070000001,120.5428121,126.014505,129.7609352,135.36212700000002,134.9162459,133.225752,0,0,0,0,1,0,0,0,0
22,72,Segezha,Karel'skaia ASSR,Severno-Zapadny,0,1,1,27.0,63.7,34.13,4057.69,1164.8569,2174.081,NA,NA,4845,19708,28800,36400,38207,34214,29660,9514.185013,15804.659930000002,34091.85915,48007.63804,61425.70235,72550.44059,93564.70896,91292.25706,84821.97401,NA,NA,72.00714733,97.78796838,105.4345074,110.2988105,111.3188325,109.00174740000001,106.0396311,83.91547703,93.47138625,108.9270844,116.1893289,121.56349440000001,125.2616996,131.0202687,130.45800079999998,128.7841379,0,0,0,0,1,0,0,0,0
23,74,Nadvoitsy,Karel'skaia ASSR,Severno-Zapadny,0,0,0,27.0,63.89,34.26,4081.9321,1173.7476,2188.8714,NA,NA,NA,NA,NA,NA,11514,11073,8380,9279.264131999998,15476.022509999999,33649.67516,48110.15014,61762.140179999995,73055.22305,93377.24134,90924.65801,84433.08379,NA,NA,NA,NA,NA,NA,87.44716639,86.71827928,81.60598666,83.4580459,93.0655191,108.65474509999999,116.2353183,121.6839723,125.41694950000002,130.97435829999998,130.36584879999998,128.6798607,0,0,0,0,1,0,0,0,0
24,77,Suoiarvi,Karel'skaia ASSR,Severno-Zapadny,0,1,1,27.0,62.09,32.38,3855.1681,1048.4644,2010.4742,NA,NA,NA,6700,9400,10500,11772,11600,9763,12692.97277,20184.78082,42866.54907,57885.79482999999,73304.97959,86536.84981,109729.3112,107244.4053,100410.1104,NA,NA,NA,77.61368265,83.69441128,85.73149829,87.86211061,87.5863958,84.38911836,89.27989313,98.26130755,113.7602935,120.25814109999999,125.49340320000002,129.2388272,134.6939392,134.1627771,132.6417078,0,0,0,0,1,0,0,0,0
25,82,Syktyvkar,Komi ASSR,Severno-Zapadny,1,1,0,7.0,61.68,50.81,3804.4224,2581.6561,3133.9608,4464,4980,24302,64461,125000,171000,234529,232086,250874,8425.678681,14862.55007,32761.50195,51352.83462,66208.52541,78242.51844,103004.069,100861.9449,92631.72131000001,70.62386291,72.47432174,101.9759442,122.6293935,137.73531599999998,145.18849430000003,152.901498,152.6426465,154.572181,81.7042316,92.28676183,108.09780409999999,117.6460289,123.2225326,126.95809969999999,133.22985500000001,132.7451461,130.7909459,0,0,0,0,1,0,0,0,0
26,87,Vorkuta,Komi ASSR,Severno-Zapadny,0,1,0,1.0,67.48,64.03,4553.5504,4099.8409,4320.7444,NA,NA,NA,84125,90000,101100,214527,132378,95866,4829.08135,8637.603405,19311.50673,30742.65972,39771.31045,47307.84899,63268.53736,61786.907660000004,57081.52137,NA,NA,NA,128.59693959999998,130.1325381,132.7994739,150.70486259999998,139.0846785,131.57711129999998,71.95130539,82.15392862,97.38643173,106.7792906,112.16718590000002,115.8729855,122.2161966,121.6928179,119.95146740000001,0,0,0,0,1,0,0,0,0
27,101,Inta,Komi ASSR,Severno-Zapadny,0,1,0,1.0,66.03,60.17,4359.9609,3620.4289,3973.0251,NA,NA,NA,45136,50200,50800,66356,43350,35124,5457.388051,9720.048282,21673.821930000002,34701.74675,44824.86208,53365.1628,71470.91941,69480.95362,64181.573979999994,NA,NA,NA,114.8634223,117.15400359999998,117.4113463,123.27193390000002,113.99965259999999,109.55055159999998,74.04130223,84.30812986,99.67746946,109.2975175,114.7152006,118.48134040000001,124.92635559999998,124.2959186,122.5331979,0,0,0,0,1,0,0,0,0
28,105,Pechora,Komi ASSR,Severno-Zapadny,0,1,0,1.0,65.14,57.23,4243.2196,3275.2729,3727.9622,NA,NA,NA,30586,41000,56400,64746,48700,57728,5999.963982,10657.23968,23698.798919999997,37754.930389999994,48777.6155,57970.24299,78299.42603,75901.79485,70011.42523,NA,NA,NA,106.6737327,112.8125946,119.68851070000001,122.7271179,116.49822420000001,120.1982797,75.68145241,86.00697811,101.46894820000001,111.0678094,116.5326034,120.29011659999999,126.9744846,126.2745652,124.4655672,0,0,0,0,1,0,0,0,0
29,106,Usinsk,Komi ASSR,Severno-Zapadny,0,1,0,1.0,66.01,57.55,4357.3201,3312.0025,3798.8755,NA,NA,NA,NA,700,19500,47219,45358,47465,5708.190157999999,10140.52306,22518.3197,36217.14649,46754.06765,55434.7976,74606.67113999999,71614.95727,66126.0916,NA,NA,NA,NA,42.91665356,97.5782375,115.83251770000001,114.96861470000002,115.9443943,74.81657128,85.08761566,100.442177,110.19305420000002,115.6196227,119.31111609999998,125.88806809999998,124.97136529999999,123.19487509999999,0,0,0,0,1,0,0,0,0
30,108,Ukhta,Komi ASSR,Severno-Zapadny,0,1,0,7.0,63.57,53.67,4041.1449,2880.4689,3411.8019,NA,NA,2669,36154,62900,87500,136931,124027,121596,7175.344881999999,12902.935529999999,28341.03097,44539.49775,57849.95277,68352.70941,89987.94174,87872.66043999999,82549.8773,NA,NA,62.24356567,110.1564202,122.08706240000001,129.4906095,139.88342690000002,137.5519551,137.0880204,78.826095,89.59020271,105.104855,114.5784347,120.244557,123.931142,130.1294811,129.5873508,128.1686176,0,0,0,0,1,0,0,0,0
31,114,Vuktyl,Komi ASSR,Severno-Zapadny,0,1,1,7.0,63.87,57.32,4079.3769,3285.5824,3661.0284,NA,NA,NA,100,7800,16800,19330,14472,14875,6409.433507,11400.77583,25451.673469999998,40952.69227,52843.01635,62659.54866,83264.33472,81125.55833,75000.12413,NA,NA,NA,21.20759244,80.31527544,94.65605161,97.40532426,91.77584488,92.30285014,76.83444903,87.26243939,102.9116264,112.788071,118.26738329999999,122.0024376,128.3638147,127.7748395,126.0061264,0,0,0,0,1,0,0,0,0
32,116,Shchel'iaiur,Komi ASSR,Severno-Zapadny,0,0,0,1.0,65.33,53.43,4268.0089,2854.7649,3490.5819,NA,NA,NA,NA,NA,NA,4122,3551,NA,6342.904939999999,11246.13632,24773.47829,38940.561239999995,50385.11221,59815.197889999996,79228.18346,77190.46842,71232.38826,NA,NA,NA,NA,NA,NA,69.29053695,66.83037211,NA,76.65163829,87.00747806,102.36439179999999,111.72049640000002,117.23369550000001,120.9783321,127.240371,126.6532197,124.8516362,0,0,0,0,1,0,0,0,0
33,117,Izhma,Komi ASSR,Severno-Zapadny,0,0,1,1.0,65.01,53.93,4226.3001,2908.4449,3505.9893,NA,NA,NA,NA,NA,NA,3595,3786,NA,6408.678500999999,11352.10928,25081.91059,39610.06541,51269.44229,60881.82121,80689.53841000001,78583.06854,72588.87444,NA,NA,NA,NA,NA,NA,67.03186934,67.88219754,NA,76.83238383,87.1825353,102.614918,112.0811503,117.61077560000001,121.36745649999999,127.6530338,127.0559898,125.2735548,0,0,0,0,1,0,0,0,0
34,120,Emva,Komi ASSR,Severno-Zapadny,0,1,1,7.0,62.56,50.83,3913.7536,2583.6889,3179.9248,NA,NA,NA,13700,13500,15900,18782,16739,14574,7968.029759999999,14005.204,30984.6073,48698.87675,63239.21038,75005.04039,98902.38147000001,96754.20242999999,89387.5859,NA,NA,NA,90.7285037,90.44856342,93.58771527,96.83847594,94.58528422,91.91046159,80.69774811,91.14872718,106.94136509999998,116.4977263,122.2059456,126.007598,132.29344129999998,131.7887709,129.9768062,0,0,0,0,1,0,0,0,0
35,122,Sindor,Komi ASSR,Severno-Zapadny,0,0,0,7.0,62.86,51.88,3951.3796,2691.5344,3261.1768,NA,NA,NA,NA,NA,NA,2724,3030,2473,7625.107258,13443.08479,29778.020439999997,47134.08705,61102.09642,72471.1884,95590.74747,93403.10403,86309.64311,NA,NA,NA,NA,NA,NA,62.56583249999999,64.26135265,61.04589528,79.90932646,90.3682208,106.12143449999999,115.79377790000001,121.44704420000001,125.23723570000001,131.511155,130.980697,129.1790594,0,0,0,0,1,0,0,0,0
36,126,Koigorodok,Komi ASSR,Severno-Zapadny,0,0,1,7.0,60.46,51.02,3655.4116,2603.0404,3084.6692,NA,NA,NA,NA,NA,NA,2923,3076,NA,9196.763782,16264.83686,36059.15132,56979.509470000005,73817.66814,87406.95736,114899.93400000001,112693.0029,103927.3377,NA,NA,NA,NA,NA,NA,63.68623774,64.50315033,NA,83.29495421,94.02717018,110.10128540000001,119.9122895,125.6496034,129.4663973,135.7648368,135.3132558,133.4359338,0,0,0,0,1,0,0,0,0
37,129,Kortkeros,Komi ASSR,Severno-Zapadny,0,0,1,7.0,61.8,51.6,3819.24,2662.56,3188.88,NA,NA,NA,NA,NA,NA,4373,4659,NA,8302.285645,14602.698190000001,32576.873030000002,51902.511269999995,67853.04476,80734.67644,106441.3826,104227.5945,96732.21529,NA,NA,NA,NA,NA,NA,70.27811855,71.34431015,NA,81.43774024,91.94818453,107.980319,117.877108,123.7678398,127.6656713,133.988721,133.5025925,131.7835528,0,0,0,0,1,0,0,0,0
38,133,"Iz""iaiu",Komi ASSR,Severno-Zapadny,0,0,0,1.0,65.11,56.98,4239.3121,3246.7204,3709.9678,NA,NA,NA,NA,NA,NA,2588,1716,1314,6036.579009,10719.715709999999,23828.8883,40435.095010000005,52371.6295,62864.65666,84800.73288,80728.63038999999,75496.44447999999,NA,NA,NA,NA,NA,NA,61.75823295,55.46899913,51.56433671,75.78734498,86.11542884,101.57926479999999,112.51806709999998,118.07257040000002,122.07464209999999,128.77845359999998,127.6639789,126.1542487,0,0,0,0,1,0,0,0,0
39,135,Kozhva,Komi ASSR,Severno-Zapadny,0,0,0,1.0,65.11,57.05,4239.3121,3254.7025,3714.5255,NA,NA,NA,NA,NA,NA,5818,3549,3045,6028.949177,10706.923920000001,23803.435830000002,41269.0316,53488.73251,64409.590229999994,85628.12299,81522.83345,76576.05001,NA,NA,NA,NA,NA,NA,75.14656495,66.82116118,64.34055071,75.76532608,86.09326986,101.55772370000001,112.95157090000001,118.5316966,122.6117236,128.99891770000002,127.88530300000001,126.47340770000001,0,0,0,0,1,0,0,0,0
40,137,Puteets,Komi ASSR,Severno-Zapadny,0,0,0,1.0,65.17,57.1,4247.1289,3260.41,3721.2070000000003,NA,NA,NA,NA,NA,NA,1485,1286,1115,6004.626034000001,10663.96176,23706.5426,42155.41807,54679.71875,66096.16595,87673.00884,82890.85215,78300.54813,NA,NA,NA,NA,NA,NA,53.336292799999995,51.25546058,49.23281146,75.69496703,86.01867402,101.4755301,113.40372479999999,119.01169509999998,123.1848269,129.5355686,128.2619668,126.97480759999999,0,0,0,0,1,0,0,0,0
41,140,Ob'iachevo,Komi ASSR,Severno-Zapadny,0,0,1,7.0,60.43,49.61,3651.7849,2461.1521,2997.9323,NA,NA,NA,NA,NA,NA,5273,5835,NA,9575.782187,16889.41797,37195.78165,58124.02852000001,75311.04194,89120.27077999999,116894.8048,114748.9492,105816.4151,NA,NA,NA,NA,NA,NA,73.45098036,75.19715896,NA,84.03375152,94.75937175,110.75353700000001,120.3482375,126.09902109999999,129.90852479999998,136.16625430000002,135.73419619999999,133.85242639999998,0,0,0,0,1,0,0,0,0
42,143,Sosnogorsk,Komi ASSR,Severno-Zapadny,0,1,1,7.0,63.58,53.92,4042.4164,2907.3664,3428.2336,2166,6710,11255,15799,24700,27000,30439,29587,46828,6961.7336,12299.10483,27521.70897,46024.91356,60721.37835,72985.59554,98333.67241,95238.11177,88347.45172000001,58.99219129,77.63996337,87.02217633,93.46446053,102.30429409999999,104.1132927,106.5742385,105.9888854,115.6536047,78.29035661,88.68519576,104.50421659999999,115.28184040000001,121.3093219,125.39559320000001,132.1608163,131.4264022,129.7100643,0,0,0,0,1,0,0,0,0
43,144,Voivozh,Komi ASSR,Severno-Zapadny,0,0,0,7.0,62.9,54.96,3956.41,3020.6016,3456.9840000000004,NA,NA,NA,NA,NA,NA,5517,3920,3389,7127.444474,12660.42595,28226.61976,45231.35387,58536.341570000004,69419.04228,92006.90996,89773.82677999999,82981.62948999999,NA,NA,NA,NA,NA,NA,74.22838266,68.45654307,66.06910111,78.70720338,89.231381,105.0219298,114.9086621,120.503378,124.27604209999998,130.6361896,130.075137,128.28676000000002,0,0,0,0,1,0,0,0,0
44,146,Nizhnii Odes,Komi ASSR,Severno-Zapadny,0,0,0,7.0,63.65,54.85,4051.3225,3008.5225,3491.2025,NA,NA,NA,NA,NA,NA,12594,11745,9681,6851.263312,12185.24364,27066.20868,43408.86397,56389.96276,67003.55611,88796.88478,86494.41096000001,80288.42187,NA,NA,NA,NA,NA,NA,89.13202385,87.81906889,84.23422435,78.00755086,88.51010576,104.16327940000001,114.028631,119.6846165,123.48767790000001,129.82567079999998,129.22767439999998,127.5404477,0,0,0,0,1,0,0,0,0
45,149,Vyl'gort,Komi ASSR,Severno-Zapadny,0,0,1,7.0,62.21,54.17,3870.0841,2934.3889,3369.9157,NA,NA,NA,NA,NA,NA,8965,10211,NA,7563.865916,13420.283140000001,29956.45307,47910.08922,61931.27643,73367.36125,96881.36701,94632.09281,87420.5683,NA,NA,NA,NA,NA,NA,82.8297188,85.21543837,NA,79.76522067,90.33594812,106.2445571,116.14548329999998,121.74431440000001,125.51246210000001,131.8189291,131.2800796,129.46994070000002,0,0,0,0,1,0,0,0,0
46,152,Vizinga,Komi ASSR,Severno-Zapadny,0,0,1,7.0,61.08,50.1,3730.7664,2510.01,3060.1079999999997,NA,NA,NA,NA,NA,NA,7014,7140,NA,9017.264708,15868.025109999999,35087.79533,55090.45496,71639.14711,84941.96342999999,111600.8426,109445.3128,101138.8838,NA,NA,NA,NA,NA,NA,78.4227748,78.73843533,NA,82.93556058,93.54877103,109.5289642,119.1750321,124.9789162,128.816224,135.0867806,134.6337925,132.8083367,0,0,0,0,1,0,0,0,0
47,155,Troitsko-Pechorsk,Komi ASSR,Severno-Zapadny,0,0,1,7.0,62.7,56.2,3931.29,3158.44,3523.74,NA,NA,NA,NA,NA,NA,10704,8851,7276,7018.1986480000005,12490.91719,27960.60152,44993.53948,58063.156370000004,68791.83292,91031.64478,88817.77832,82047.60502999999,NA,NA,NA,NA,NA,NA,86.08820149,82.59693744,79.07364913,78.43337415,88.97690527,104.82794109999999,114.79567140000002,120.32524850000001,124.0737634,130.39270390000001,129.83103219999998,128.03046750000001,0,0,0,0,1,0,0,0,0
48,158,Blagoevo,Komi ASSR,Severno-Zapadny,0,0,0,7.0,63.42,47.97,4022.0964,2301.1209,3042.2574,NA,NA,NA,NA,NA,NA,4695,2640,2221,7928.310979000001,13858.979640000001,30441.451589999997,46619.82181,60352.54695,71440.66561,93893.37073,91685.47154,84560.32229,NA,NA,NA,NA,NA,NA,71.47440041,62.07130108,59.37801012,80.60799086,90.94843042,106.5759013,115.5577935,121.17514879999999,124.9168912,131.100555,130.5562002,128.71402659999998,0,0,0,0,1,0,0,0,0
49,160,Usogorsk,Komi ASSR,Severno-Zapadny,0,0,0,7.0,63.44,48.67,4024.6336,2368.7689,3087.6248,NA,NA,NA,NA,NA,NA,11259,5583,5340,7809.790298999999,13669.836269999998,30057.011430000002,46271.74358,59910.92423,70941.1856,93425.71642000001,91246.873,83992.57083,NA,NA,NA,NA,NA,NA,87.02880598,74.43343781,73.66756168,80.3377602,90.68651866,106.3136533,115.39672490000001,121.01351149999999,124.760108,130.9862378,130.446642,128.5612111,0,0,0,0,1,0,0,0,0
